original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name,titulos minuscula,Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget
The Sleeper,The Sleeper,en,"It's 1981 and the girls of Alpha Gamma Theta sorority are having a party. As the new pledges arrive, so does an uninvited guest. Little do the sisters know someone is watching them in the shadows. As the girls shower, study, eat and sleep the stalker studies the girls. One by one he finds the girls at their most vulnerable and murders them. The police hunt for the missing girls and their killer, but will they find them in time? Or will the girls be forced to fight for their lives..",If I Die Before I Wake...,2012-01-31,/9yU7dIrHlVJfzxoX2kSnELruNs6.jpg,3.838,22,3.0,0,0,90,Released,False,,"Comedy, Horror, Thriller",,,thesleeper,The Sleeper, Horror| Thriller,31-Jan-12,USA,NOT RATED,4.0,90 min,"Directed by Justin Russell. With Brittany Belland, Ray Goodwin, Jason Jay Crabtree, Elizabeth Lane. It's 1981 and the girls of Alpha Gamma Theta sorority are having a party. As the new pledges arrive, so does an uninvited guest. Little do the sisters know someone is watching them in the shadows. As the girls shower, study, eat and sleep the stalker studies the girls. One by one he finds the girls at their most vulnerable and murders them. The police hunt for the missing girls and their killer, ...",Brittany Belland|Ray Goodwin|Jason Jay Crabtree|Elizabeth Lane|Jenna Fournier|Riana Ballo|Jessica Cameron|Tiffany Arnold|Ali Ferda|Kendra Stevenson|Beverly Kristy|Paul Moon|Eric Sarich|Aaron Russell|John Bloom,English,"Springfield, Ohio, USA","$30,000 "
Crawl or Die,Crawl or Die,en,"Earth as we know it is gone. A virus has destroyed the planet and rendered all its women infertile, all but one. An elite team of soldiers are tasked with bringing the woman to safety on the newly habitable Earth Two. But when they are forced underground they find themselves fighting for survival from an bloodthirsty creature in a maze of ever shrinking tunnels. As the team's ranks start to dwindle, the tunnels shrink and the ammunition run out, the crawl for survival becomes more and more desperate.",If you can't run...,2014-08-13,/mStmqvZjG41w23nggWarlHrKPrI.jpg,3.83,64,5.1,0,0,73,Released,False,/2uhgSLmXzT2y4Bed7JEFBZFdXEO.jpg,"Horror, Science Fiction, Thriller",,,crawlordie,Crawl or Die, Horror| Sci-Fi| Thriller,12-Aug-14,USA,NOT RATED,4.2,90 min,"Directed by Oklahoma Ward. With Nicole Alonso, Torey Byrne, Tommy Ball, Wil Crown. An elite security team assigned the task of protecting the last known woman who can become pregnant, find themselves caught in an endless claustrophobic underground tunnel system. The team soon learns - the real horror is not the unstoppable force chasing them, but the ever shrinking tunnel itself.",Nicole Alonso|Torey Byrne|Tommy Ball|Wil Crown|David Wilde|Tom Chamberlain|Clayton Burgess|David Zeliff|Larry Huitt|Matthew Stephen Crabtree|Troy Bailey|Jonathan Dixon|Robbie Huitt|Jeremy Sellers|John Stirling,English,,
Cut Shoot Kill,Cut Shoot Kill,en,,,2017-08-08,/xDJAZWq7kS1G6eps4oJCKOgutHU.jpg,3.828,17,5.4,0,0,98,Released,False,/cDxzujjknN45A14EUmjy9iFZAar.jpg,Horror,,,cutshootkill,Cut Shoot Kill, Action| Horror| Thriller,2017,USA,NOT RATED,6.5,98 min,"Directed by Michael Walker. With Alexandra Socha, Alex Hurt, Phil Burke, Jay Devore. Serena Brooks, an ambitious young actress, signs on as the star of a horror film with a crew of backwoods filmmakers that have worked together for years. When the cast starts disappearing, Serena has to become her character if she wants to survive.",Alexandra Socha|Alex Hurt|Phil Burke|Jay Devore|Lexi Lapp|Zanny Laird|Josh Salt|Michael Oberholtzer|Lance Channing|Kett Turton|Ian Flanders|Nils Lawton|Keenan Jolliff|Henry Zebrowski|Kyle Harris,English,,
Caught,Caught,en,"While on an afternoon walk with their children, two small town reporters notice the military camped on a hilltop. Debating the possible significance of this activity, they answer their door when two unusual strangers come knocking and find themselves held hostage in their own home.",Terror has arrived,2018-03-30,/sRRDSeg1wHgiq4aEGKjlgQLiauX.jpg,3.825,36,5.1,0,0,86,Released,False,/oGQAMOaFmn7bs75v5mvDrUini5q.jpg,Horror,,,caught,Caught, Horror,1-Feb-17,USA,,7.8,,"Directed by Jamie Patterson. With Cian Barry, Ruben Crow, Aaron Davis, Dave Mounfield. The film tells the story of a journalist couple who invite a man and woman into their idyllic village home, but what begins with an informal interview descends into a nightmarish fight for survival.",Cian Barry|Ruben Crow|Aaron Davis|Dave Mounfield|April Pearson|Mickey Sumner,,,
Entity,Entity,en,"In 1998, thirty four unidentified bodies were found in shallow graves in a remote Siberian forest. After subsequent investigations, no official explanation by the Russian authorities was ever offered about the circumstances of the deaths.","We may forget the past, but it never forgets us.",2012-10-24,/yJ8JEvh4OZG1lnuXxlxK9FhXFJm.jpg,3.823,33,4.7,0,0,87,Released,False,/3OBKTI3zQdpj9B5HJMElrXJ66YU.jpg,"Horror, Thriller",,,entity,Entity, Drama| Horror| Thriller,3-Sep-13,USA,,3.6,107 min,"Directed by Mike Yurinko. With Holt Boggs, Brandon Slagle, Nick Mancuso, Frederic Doss. A man deals with the personal tragedy of his family's death by living at the vacation cabin that they last stayed at. He soon discovers he's not alone.",Holt Boggs|Brandon Slagle|Nick Mancuso|Frederic Doss|Emma Waldron|Natalie Makenna|Jena Waldron,English,"Lake Ariel, Pennsylvania, USA","$200,000 "
Entity,Entity,en,"In 1998, thirty four unidentified bodies were found in shallow graves in a remote Siberian forest. After subsequent investigations, no official explanation by the Russian authorities was ever offered about the circumstances of the deaths.","We may forget the past, but it never forgets us.",2012-10-24,/yJ8JEvh4OZG1lnuXxlxK9FhXFJm.jpg,3.823,33,4.7,0,0,87,Released,False,/3OBKTI3zQdpj9B5HJMElrXJ66YU.jpg,"Horror, Thriller",,,entity,Entity, Horror| Thriller,2-Jul-13,USA,,4.7,87 min,"Directed by Steve Stone. With Dervla Kirwan, Charlotte Riley, Branko Tomovic, Rupert Hill. In 1998, thirty four unidentified bodies were found in shallow graves in a remote Siberian forest. After subsequent investigations, no official explanation by the Russian authorities was ever offered about the circumstances of the deaths. The case was closed. In 2010, a small English TV crew from the show 'Darkest Secrets' set out for the Siberian forest. 'Darkest Secrets' focuses on revisiting ...",Dervla Kirwan|Charlotte Riley|Branko Tomovic|Rupert Hill|Oliver Jackson|Michael David Worden|Stephanie Johanan|Claire Leatherbarrow|Anna Lewis|Adam Peter Marsden|Leanne Rowley|Warwick St. John,English,"Riccall, North Yorkshire, England, UK",
Cold Moon,Cold Moon,en,"Cold Moon takes place in tiny Babylon, Fla., where the granddaughter of Clark’s character is murdered by a mysterious assailant, her body sunk into the black waters of the Styx River — the river where her parents disappeared from their boat a decade earlier. Suspicion falls on a duplicitous banker and his wealthy father, played by Stewart and Lloyd.",,2016-10-27,/2qbgaZothXrCMohpY7CzsMcZeMo.jpg,3.822,40,5.0,3200000,0,92,Released,False,/54HIQCwdMmbJU3ES3FDkiThWStU.jpg,"Crime, Drama, Horror, Mystery, Thriller",,,coldmoon,Cold Moon, Crime| Drama| Horror| Mystery| Thriller,6-Oct-17,USA,,4.3,92 min,"Directed by Griff Furst. With Josh Stewart, Candy Clark, Robbie Kay, Frank Whaley. From Michael McDowell, the writer of Beetlejuice (1988) and The Nightmare Before Christmas (1993), comes a chilling tale of supernatural vengeance.",Josh Stewart|Candy Clark|Robbie Kay|Frank Whaley|Christopher Lloyd|Rachele Brooke Smith|Chester Rushing|Sara Catherine Bellamy|Joe Chrest|Laura Cayouette|Marcus Lyle Brown|Michael Papajohn|Jaiden Kaine|Carol Sutton|Madison Wolfe,English,"Louisiana, USA","$3,200,000 "
Séance,Séance,en,"Over Thanksgiving weekend, all but five students in an old Manhattan building that's now a college dormitory leave for home: staying on one floor are roommates Lauren, Melina, and Alison, plus her boyfriend Diego and Grant, a loner in a room down the hall. Lauren's been seeing things in her bathroom: a silent child of about six. Diego has written a paper on parapsychology, so he holds a séance with the disbelieving co-eds. Something goes awry, because bad things start to happen and the students' only defender is an aging campus cop named Syd. What's the silent ghostly girl's secret, and can Alison discover what's going on before it's too late?","5 college kids, one ghostly killer... you do the math.",2006-04-22,/u5BB5KRV10Lio9TmLCIB1aZHDBe.jpg,3.817,18,5.8,0,0,88,Released,False,,"Horror, Thriller",,,séance,Séance, Horror,14-Aug-13,Philippines,R,4.7,88 min,"Directed by Mark L. Smith. With Bridget Shergalis, Tori White, Chauntal Lewis, Kandis Fay. In an attempt to rid their dorm of a troublesome little girl ghost a group of college students inadvertently bring back the little girl's killer.",Bridget Shergalis|Tori White|Chauntal Lewis|Kandis Fay|Brandon Mychal Smith|Jack Hunter|Emily O'Brien|Joel Geist|A.J. Lamas|Adrian Paul|Ruby Garson|Andrew Welsh|Mike Kimmel|Kate Robbins|Martin Szumanski,English,"Cheyenne Studios - 27567 Fantastic Lane, Castaic, California, USA",
Holy Terror,Holy Terror,en,"Believing their deceased son isn't at peace, Molly and Tom ask a medium to make contact. But after they invite a vengeful demon to cross over, the couple must enlist the help of a disgraced priest to attempt a dangerous exorcism.",The Devil is Real,2017-04-01,/xCiAHDqxY7dlYG8PX0BvKrlBbgr.jpg,3.809,11,4.0,1000000,0,77,Released,False,/sNuWjSVeahhN0JALm3MVy6iKUaB.jpg,Horror,,,holyterror,Holy Terror, Horror,1-Apr-17,USA,,5.2,77 min,"Directed by Rich Mallery. With Kelly Lynn Reiter, Jesse Hlubik, Kristine DeBell, Nicole Olson. Believing their deceased son isn't at peace, Molly and Tom ask a medium to make contact. But after they invite a vengeful demon to cross over, the couple must enlist the help of a disgraced priest to attempt a dangerous exorcism.",Kelly Lynn Reiter|Jesse Hlubik|Kristine DeBell|Nicole Olson|Lisa London|Scott Butler|Vida Ghaffari|Mel Novak,English,,"$1,000,000 "
I-Lived,I-Lived,en,"Josh Fosse is a 20something guy whose life is going nowhere. His girl left, his rent is late, and he lacks a real job. He is trying to make it as an app reviewer online and decides to review a self help app called i-Lived for fun. He's signs on and immediately his life turns around. He meets the girl of his dreams and he gets a job offer he can't refuse. Convinced it's him and not the app, he signs out... and loses everything. He signs on again but this time the terms are different, the app is asking him to do things that are out of his moral comfort zone... but essential to becoming the success the app tells him he can be.",,2015-07-03,/oIJ9K9QEOW71tKqAcbd0sq8NXuE.jpg,3.806,30,4.2,0,0,97,Released,False,/7jwZ2QRlh6ngYNcFBPudEHxQe4F.jpg,"Horror, Mystery, Thriller",,,ilived,I Lived, Horror| Mystery| Thriller,3-Jul-15,USA,NOT RATED,4.5,97 min,"Directed by Franck Khalfoun. With Jeremiah Watkins, Sarah Power, Christopher Mena, Elaine Partnow. A young online app reviewer's latest assignment mysteriously improves his life, but also starts to tear him apart.",Jeremiah Watkins|Sarah Power|Christopher Mena|Elaine Partnow|Jan Broberg|Nic D'Avirro|Luis Fernandez-Gil|Maja Miletich|Brian Breiter|Shannon Collis|Josh Cowdery|Jonathan M. Howard|Franck Khalfoun|Koral Michaels|Thomas Payton,English,,
Code Red,Code Red,en,"A female doctor struggling to find her daughter after a long lost World War II biological weapon explodes on a U.S. military base in Bulgaria, turning people into mutant zombies.",All must die,2013-09-24,/7gfPx5Yk8ljzM1kMrxJO2VlEByD.jpg,3.804,28,4.5,3000000,0,91,Released,False,,Horror,,,codered,Code Red, Action| Horror| Sci-Fi,13-Feb-14,Kuwait,NOT RATED,4.3,,"Directed by Valeri Milev. With Julian Kostov, Paul Logan, Borislav Iliev, Manal El-Feitury. A Special Forces soldier is sent into Bulgaria when a chemical agent from WWII is uncovered that can reanimate the dead.",Julian Kostov|Paul Logan|Borislav Iliev|Manal El-Feitury|Velizar Binev|Ralitsa Paskaleva|Forbes KB|Georgi Staykov|Valentin Ganev|Dimo Alexiev|Nikolay Stanoev|Elitsa Razheva|Valeri Yordanov|Mya-Lecia Naylor|Kitodar Todorov,English,Bulgaria,"$3,000,000 "
The Cloth,The Cloth,en,Action/horror story centered on a secret organization formed by the Catholic Church to counteract the rising number of cases of demonic possessions across the country. The story follows a young godless man who is being recruited into the cloth in order to prepare a new generation with the tools needed to stop the rise of the ultimate evil; Beelzebub.,"The battle for your soul, has begun!",2012-10-28,/O0Zh3SIeAonwDoC6cQF8En0inl.jpg,3.794,25,2.6,2000000,0,88,Released,False,,"Action, Fantasy, Horror",,,thecloth,The Cloth, Action| Fantasy| Horror,2-Jul-13,USA,NOT RATED,2.7,88 min,"Directed by Justin Price. With Danny Trejo, Perla Rodríguez, Eric Roberts, Rachele Brooke Smith. A godless man is recruited by a secret organization who works to combat demonic possessions in order to prepare a new generation in the battle against evil forces.",Danny Trejo|Eric Roberts|Rachele Brooke Smith|Justin Price|Robert Miano|Lassiter Holmes|Kyler Willett|Cameron White|Steven Brand|Perla Rodríguez|Mako Veronica|Ezequiel Rodriguez|Khu|Daniel Roman|Silvia Spross,English,"Los Angeles, California, USA","$4,000,000 "
No Tell Motel,No Tell Motel,en,Dirty little secrets are exposed when five friends become stranded at an abandoned motel haunted by a dark secret of its own.,,2012-10-09,/fXGDbNO5wsmGO6gyA4KL0BvXG04.jpg,3.793,28,4.3,3000000,0,92,Released,False,/tWJOt6R3sQApv9MNDSDRGuckxlX.jpg,Horror,,,notellmotel,No Tell Motel, Horror,9-Oct-12,USA,NOT RATED,3.5,84 min,"Directed by Brett Donowho. With Chalie Howes, Johnny Hawkes, Andrew MacFarlane, Angel McCord. Dirty little secrets are exposed when five friends become stranded at an abandoned motel haunted by a dark secret of its own.",Chalie Howes|Johnny Hawkes|Andrew MacFarlane|Angel McCord|Chelsey Reist|Rileigh Chalmers|James Tyce|Stephanie Van Dyck|Heath Whitelock|Ed Holden|Katrina Mydske|Luke Dodds,English,"Vernon, British Columbia, Canada","$3,000,000 "
La Caza,The Hunt,es,"After a loss in the family, a grieving father takes his son to the forest to teach him how to hunt. Far from the city, an unforeseen presence stalks them and they find themselves more confronted than ever before.",,2022-04-23,/56s8YOd3qj7A7vWNjwjnuumIwHj.jpg,3.791,1,2.0,400,0,14,Released,False,,"Action, Drama, Horror, Thriller",,,thehunt,The Hunt, Action| Horror| Thriller,24-Jul-12,France,,4.4,74 min,"Directed by Thomas Szczepanski. With Guillaume Beylard, Zuriel De Peslouan, Sarah Lucide, Jellali Mouina. Since the dawn of time man has always hunted something or other.",Guillaume Beylard|Zuriel De Peslouan|Sarah Lucide|Jellali Mouina|Enguerran Prieu,French,France,
The Afflicted,The Afflicted,en,"A story of incomprehensible abuse delivered by an explosively violent mother of four. Journey through the mind of a child that experiences a living hell, defined and defended by the twisted religious beliefs of her mother (imdb.com)",A Mother's love has its limits.,2011-10-22,/oIr9ifE0necRgBNgkm17Ovg4ABX.jpg,3.781,26,5.2,180000,175742,85,Released,False,,"Horror, Thriller",,,theafflicted,The Afflicted, Horror| Thriller,1-Mar-12,USA,NOT RATED,4.6,,"Directed by Jason Stoddard. With Leslie Easterbrook, Kane Hodder, J.D. Hart, Michele Grey. A story of incomprehensible abuse delivered by an explosively violent mother of four. Journey through the mind of a child that experiences a living hell, defined and defended by the twisted religious beliefs of her mother.",Leslie Easterbrook|Kane Hodder|J.D. Hart|Michele Grey|Sims Holland|Randi Jones|Daniel Jones|Cody Allen|Constance Collins|Ron Stafford|Anthony Garner|Anthony Osment|Matthew M. Anderson|Gezell Fleming,English,"Charleston, South Carolina, USA","$180,000 "
Unlucky Charms,Unlucky Charms,en,"Five beautiful girls vie for a chance to become the spokesmodel for diva DeeDee DeVille's new high-end line of lingerie. The claws come out when the competition gets fierce, but when they begin to disappear one by one, they soon find that they are competing for their lives...",They're magically malicious!,2013-06-05,/qItf5IaFeMVwSARj9uc4EfEzETy.jpg,3.779,10,3.7,0,0,70,Released,False,,"Fantasy, Horror",,,unluckycharms,Unlucky Charms, Fantasy| Horror,22-Jul-13,USA,UNRATED,4.2,80 min,"Directed by Charles Band. With Jessica Lou Allen, Peter Donald Badalamenti II, Sophia Beetz, Anna Sophia Berglund. Five girls vie for a chance to model diva Deedee DeVille's fashion line, but they're soon competing for their lives against four mythical beings, led by the mischievous Farr Darrig.",Jessica Lou Allen|Peter Donald Badalamenti II|Sophia Beetz|Anna Sophia Berglund|Roman Coto|Mike Diva|Bianca Figueroa|Katrina Kemp|Nikki Leigh|Chris MacDonnell|Masuimi Max|Charlie O'Connell|Seth Peterson|Nathan Phillips|Jeryl Prescott,English,"Los Angeles, California, USA","$500,000 "
